ID,Cusip,Ticker from BQNT,Name,Pricing Date,Maturity Date,First call date,Redeemable,First Put  Date,Issue Size ($mm),Conversion Premium,Coupon,Conversion Price (at issue),Conversion Ratio (at issue),Conversion Price (adjusted),Conversion Ratio (adjusted),Split,Multiplier,Upper Strike (adjusted),Derivative,Type,Upper Strike,Effective Premium,Derivative Cost,Cost in Bond Points,VWAP Period,Net Proceeds,Date of Transaction,Maturity/Put,Term,Unadjusted Share price at issue,Adjusted Stock price at issue,Adjusted Stock price at maturity,CAGR (Adj),CAGR (unadj),Stock Price,Conversion Price
281,57164YAA5 Corp,VAC,VAC 1 1/2 09/15/22,9/20/2017,9/15/2022,-,No,-,230,0.300026318,0.015,148.1876984,6.7482,146.1946,6.8402,Yes,0.986549878,174.3036324,Yes,Tax-Integrated,176.68,0.549960523,12.9,0.056086957,60,217.1,9/15/2022,Maturity,5,113.99,113.99,144.66,0.048948078,0.055721564,149.378,146.1945557
282,00922RAA3 Corp,ATSG,ATSG 1 1/8 10/15/24,9/25/2017,10/15/2024,-,No,-,258.75,0.34997884,0.01125,31.90047053,31.3475,31.9005,31.3475,No,,41.3525,Yes,Tax Integrated,41.3525,0.75,17.6,0.068019324,80,241.15,10/15/2024,Maturity,7,23.63,23.63,16.29,-0.051353971,-0.051353971,16.29,31.90047053
283,948596AA9 Corp,WB,WB 1 1/4 11/15/22,10/25/2017,11/15/2022,-,No,-,900,0.475041505,0.0125,133.265812,7.5038,133.2658,7.5038,No,,,No,,,,,,,900,11/15/2022,Maturity,5,90.35,90.35,13.76,-0.310817342,-0.310817342,13.76,133.265812
284,16115QAD2 Corp,GTLS,GTLS 1 11/15/24,10/31/2017,11/15/2024,-,No,-,258.75,0.350114943,0.01,58.72507854,17.0285,58.7251,17.0285,No,,71.775,Yes,Tax-Integrated,71.775,0.65,13.5,0.052173913,120,245.25,-,-,-,43.5,43.5,201.0589597,0.24283742,#VALUE!,-,58.72507854
285,45784PAG6 Corp,PODD,PODD 1 3/8 11/15/24,11/7/2017,11/15/2024,11/15/2021,Soft Call,-,402.5,0.299944196,0.01375,93.18361832,10.7315,93.1836,10.7315,No,,,No,,,,,,,402.5,11/15/2024,Maturity,7,71.68,71.68,261.16,0.202158348,0.202158348,261.16,93.18361832
286,038923AB4 Corp,ABR,ABR 5 3/8 11/15/20,11/7/2017,11/15/2020,-,No,-,143.75,0.099526066,0.05375,9.284000397,107.7122,8.4594,118.2123,Yes,0.911178124,,No,,,,,,,143.75,11/15/2020,Maturity,3,8.44,8.44,12.67,0.143876012,0.143876012,12.67,8.459378067
287,03762UAB1 Corp,ARI,ARI 4 3/4 08/23/22,11/7/2017,8/23/2022,-,No,-,345,0.096365639,0.0475,19.91000677,50.226,19.91,50.226,No,,,No,,,,,,,345,8/23/2022,Maturity,5,18.16,18.16,12.3,-0.078050962,-0.078050962,12.3,19.91000677
288,803607AA8 Corp,SRPT,SRPT 1 1/2 11/15/24,11/8/2017,11/15/2024,-,No,-,570,0.400076278,0.015,73.41604875,13.621,73.416,13.621,No,,104.88,Yes,Capped Call,104.88,1,,0,30,570,11/15/2024,Maturity,7,52.44,52.44,109.11,0.110021753,0.129973749,123.644,73.41604875
289,750917AF3 Corp,RMBS,RMBS 1 3/8 02/01/23,11/14/2017,2/1/2023,-,No,-,172.5,0.300137363,0.01375,18.92799412,52.8318,18.928,52.8318,No,,23.3,Yes,Tax-Integrated,23.3,0.600274725,10.3,0.059710145,60,162.2,2/1/2023,Maturity,5,14.56,14.56,40.47,0.216611067,0.30738624,58.895,18.92799412
290,185899AA9 Corp,CLF,CLF 1 1/2 01/15/25,12/5/2017,1/15/2025,1/15/2022,Soft Call,-,316.25,0.350413223,0.015,8.167499542,122.4365,7.734,129.2985,No,,,No,,,,,,,316.25,1/15/2025,Maturity,7,6.05,6.05,10.22,0.076514001,0.076514001,10.22,7.734011864
291,38741LAB3 Corp,GPMT,GPMT 5 5/8 12/01/22,12/7/2017,12/1/2022,-,No,-,143.75,0.133786848,0.05625,20,50,19.2329,51.9943,Yes,0.961643873,,No,,,,,,,143.75,12/1/2022,Maturity,5,17.64,17.64,6.41,-0.183835284,-0.183835284,6.41,19.23287745
292,110394AF0 Corp,VTOL,BRS 4 1/2 06/01/23,12/13/2017,6/1/2023,-,No,-,143.75,0.25019984,0.045,15.63751001,63.9488,15.6375,63.9488,No,,,No,,,,,,,143.75,6/1/2023,Maturity,5.5,9.61,28.83,24.45,-0.02969404,0.186279368,24.45,15.63751001
293,67059NAA6 Corp,NTNX,NTNX 0 01/15/23,1/17/2018,1/15/2023,-,No,-,575,0.329975497,0,48.85078528,20.4705,48.8508,20.4705,No,,73.46,Yes,Tax Integrated,73.46,1,143.2,0.249043478,80,431.8,1/15/2023,Maturity,5,36.73,36.73,26.7,-0.061860867,-0.055934488,27.5531,48.85078528
294,703343AA1 Corp,PATK,PATK 1 02/01/23,1/17/2018,2/1/2023,-,No,-,172.5,0.350076805,0.01,87.88500214,11.3785,82.6795,12.0949,Yes,0.940768896,,No,,,,,,,172.5,2/1/2023,Maturity,5,65.1,43.4,47.3133,0.017280756,0.017280898,70.97,82.67947647
295,457669AA7 Corp,INSM,INSM 1 3/4 01/15/25,1/23/2018,1/15/2025,1/15/2022,Soft Call,-,450,0.35011205,0.0175,39.15672086,25.5384,39.1567,25.5384,No,,,No,,,,,,,450,1/15/2025,Maturity,7,29.005,29.005,68.29,0.130564938,0.130564938,68.29,39.15672086
296,32076VAA1 Corp,AG,AGCN 1 7/8 03/01/23,1/24/2018,3/1/2023,3/6/2021,Soft Call,-,156.5,0.350704225,0.01875,9.585000038,104.3297,9.5776,104.4104,No,,,No,,,,,,,156.5,3/1/2023,Maturity,5,7.1,7.1,6.1,-0.029311515,-0.029311515,6.1,9.577626664
297,87900YAD5 Corp,TK,TK 5 01/15/23,1/24/2018,1/15/2023,1/15/2021,Soft Call,-,125,0.258064516,0.05,11.69999801,85.4701,11.7,85.4701,No,,,No,,,,,,,125,1/15/2023,Maturity,5,9.3,9.3,4.57,-0.133084969,-0.133084969,4.57,11.69999801
298,678026AG0 Corp,OIS,OIS 1 1/2 02/15/23,1/25/2018,2/15/2023,2/15/2021,Soft Call,-,200,0.374885145,0.015,44.89378131,22.2748,44.8938,22.2748,No,,,No,,,,,,,200,2/15/2023,Maturity,5,32.65,32.65,9.23,-0.221121714,-0.221121714,9.23,44.89378131
299,81727UAA3 Corp,SENS,SENS 5 1/4 02/01/23,1/25/2018,2/1/2023,-,No,-,53,0.0625,0.0525,3.400000544,294.1176,3.4,294.1176,No,,,No,,,,,,,53,2/1/2023,Maturity,5,3.2,3.2,1.13,-0.187382683,-0.187382683,1.13,3.39999592
300,958102AN5 Corp,WDC,WDC 1 1/2 02/01/24,1/30/2018,2/1/2024,2/5/2021,Soft Call,-,1100,0.399977033,0.015,121.9125643,8.2026,121.9126,8.2026,No,,,No,,,,,,,1100,2/1/2024,Maturity,6,87.08,65.7997,43.2595,-0.067482527,-0.06748271,57.25,121.9125643
301,05337YAB4 Corp,AVDL,AVDL 4 1/2 02/01/23,2/13/2018,2/1/2023,-,No,-,143.75,0.200222469,0.045,10.78799857,92.6956,10.788,92.6956,No,,,No,,,,,,,143.75,2/1/2023,Maturity,5,8.99,8.99,7.525,-0.035181401,-0.035181401,7.525,10.78799857
302,74736LAA7 Corp,QTWO,QTWO 0 3/4 02/15/23,2/21/2018,2/15/2023,-,No,-,230,0.275111111,0.0075,57.37497992,17.4292,57.375,17.4292,No,,78.75,Yes,Tax Integrated,78.75,0.750153118,19.3,0.083913043,80,210.7,2/15/2023,Maturity,5,45,45,33.67,-0.056543545,-0.070082564,31.33,57.37497992
303,679295AA3 Corp,OKTA,OKTA 0 1/4 02/15/23,2/22/2018,2/23/2023,-,No,-,345,0.350083752,0.0025,48.35706859,20.6795,48.3571,20.6795,No,,68.06,Yes,Tax Integrated,68.06,0.900055835,27.6,0.08,80,317.4,2/23/2023,Maturity,5,35.82,35.82,72.56,0.151543356,0.159104401,74.975,48.35706859
304,76680RAC1 Corp,RNG,RNG 0 03/15/23,2/28/2018,3/15/2023,9/20/2020,Soft Call,-,460,0.300079808,0,81.44516297,12.2782,81.4452,12.2782,No,,119.035,Yes,Capped Call,119.035,0.9,49.9,0.108478261,30,410.1,3/15/2023,Maturity,5,62.65,62.65,31.59,-0.126993991,-0.093249221,38.2463,81.44516297
305,40171VAA8 Corp,GWRE,GWRE 1 1/4 03/15/25,3/8/2018,3/15/2025,3/20/2022,Soft Call,-,400,0.289390161,0.0125,113.7501138,8.7912,113.7501,8.7912,No,,,No,,,,,,,400,3/15/2025,Maturity,7,88.22,88.22,185.84,0.111978899,0.111978899,185.84,-
306,29786AAA4 Corp,ETSY,ETSY 0 03/01/23,3/8/2018,3/1/2023,-,No,-,345,0.374905231,0,36.27249348,27.5691,36.2725,27.5691,No,,,No,,,,,,,345,3/1/2023,Maturity,5,26.38,26.38,121.41,0.358668784,0.358668784,121.41,36.27249348
307,42330PAJ6 Corp,HLX,HLX 4 1/8 09/15/23,3/13/2018,9/15/2023,3/15/2021,Soft Call,-,125,0.450229709,0.04125,9.46850444,105.6133,9.4685,105.6133,No,,,No,,,,,,,125,9/15/2023,Maturity,5.5,6.53,6.53,10.89,0.09734639,0.09734639,10.89,9.468531336
308,868459AC2 Corp,SUPN,SUPN 0 5/8 04/01/23,3/14/2018,4/1/2023,-,No,-,402.5,0.374971031,0.00625,59.33133585,16.8545,59.3313,16.8545,No,,80.9063,Yes,Tax Integrated,80.9063,0.875001159,27.2,0.06757764,100,375.3,4/1/2023,Maturity,5,43.15,43.15,36.23,-0.034039082,-0.077832923,28.666,59.33133585
309,538034AM1 Corp,LYV,LYV 2 1/2 03/15/23,3/15/2018,3/15/2023,-,No,-,550,0.499889746,0.025,68.02489711,14.7005,68.0249,14.7005,No,,,No,,,,,,,550,3/15/2023,Maturity,5,45.35,45.35,67.63,0.083209398,0.083209398,67.63,68.02489711
310,42703MAC7 Corp,HLF,HLF 2 5/8 03/15/24,3/20/2018,3/15/2024,3/15/2021,Soft Call,-,550,0.300041615,0.02625,124.9562988,8.0028,62.3181,16.0467,Yes,0.498719229,,No,,,,,,,550,3/15/2024,Maturity,6,96.12,48.06,9.02,-0.243824104,-0.326504411,9.02,62.31810902
311,00430HAA0 Corp,AXDX,AXDX 2 1/2 03/15/23,3/22/2018,3/15/2023,-,No,-,171.5,0.275051546,0.025,30.91878254,32.3428,30.9188,32.3428,No,,,No,,,,,,,171.5,3/15/2023,Maturity,5,24.25,242.5,5.4,-0.534149839,-0.534149839,0.54,30.91878254
312,72919PAA1 Corp,PLUG,PLUG 5 1/2 03/15/23,3/22/2018,3/15/2023,3/20/2021,Soft Call,-,100,0.19895288,0.055,2.291999866,436.3002,2.292,436.3002,No,,3.82,Yes,Capped Call,3.82,1,16,0.16,30,84,3/15/2023,Maturity,5,1.91,1.91,12.16,0.450132675,0.511368265,14.9416,2.292000917
313,36191JAC5 Corp,SSSS,SSSS 4 3/4 03/28/23,3/22/2018,3/28/2023,3/27/2021,Soft Call,-,40,0.200447928,0.0475,10.72000027,93.2836,9.2549,108.0505,Yes,0.863337157,,No,,,,,,,40,3/28/2023,Maturity,5,8.93,8.93,3.63,-0.164260753,-0.164260753,3.63,9.254974549
314,09257WAC4 Corp,BXMT,BXMT 4 3/4 03/15/23,3/22/2018,3/15/2023,-,No,-,220,0.15015873,0.0475,36.22505905,27.6052,36.2251,27.6052,No,,,No,,,,,,,220,3/15/2023,Maturity,5,31.5,31.5,18.67,-0.099695589,-0.099695589,18.67,36.22505905
315,163092AA7 Corp,CHGG,CHGG 0 1/4 05/15/23,3/28/2018,5/15/2023,5/20/2021,Soft Call,-,345,0.324975418,0.0025,26.95047312,37.1051,26.9505,37.1051,No,,,No,,,,,,,345,5/15/2023,Maturity,5,20.34,20.34,9.71,-0.134219096,-0.134219096,9.71,26.95047312
316,36473HAA2 Corp,GCI,GCI 4 3/4 04/15/24,4/3/2018,4/15/2024,4/15/2022,Soft Call,-,201.25,0.225252525,0.0475,12.12749958,82.4572,10.8301,44.7495,Yes,1.842640212,,No,,,,,,,201.25,4/15/2024,Maturity,6,17.11,17.11,2.38,-0.278875931,-0.278875931,2.38,22.3466184
317,74624MAA0 Corp,PSTG,PSTG 0 1/8 04/15/23,4/4/2018,4/15/2023,4/20/2021,Soft Call,-,575,0.324760464,0.00125,26.27471794,38.0594,26.2747,38.0594,No,,39.66,Yes,Capped Call,39.66,1,56.2,0.09773913,30,518.8,4/15/2023,Maturity,5,19.83,19.83,26.05,0.055730497,0.04442813,24.677,26.27471794
318,824689AG8 Corp,SFL,SFL 4 7/8 05/01/23,4/18/2018,5/1/2023,-,No,-,164,0.274747475,0.04875,18.93379974,52.8157,11.7601,85.0332,Yes,0.621117403,,No,,,,,,,164,5/1/2023,Maturity,5,14.85,14.85,9.09,-0.092862377,-0.092862377,9.09,11.76011252
319,338307AA9 Corp,FIVN,FIVN 0 1/8 05/01/23,5/3/2018,5/1/2023,5/5/2021,Soft Call,-,258.75,0.3,0.00125,40.819992,24.4978,40.82,24.4978,No,,62.8,Yes,Capped Call,62.8,1,31.4,0.121352657,30,227.35,5/1/2023,Maturity,5,31.4,31.4,64.84,0.156252621,0.163731162,66.9618,40.819992
320,87918AAD7 Corp,TDOC,TDOC 1 3/8 05/15/25,5/3/2018,5/15/2025,5/22/2022,Soft Call,-,287.5,0.284892086,0.01375,53.58453765,18.6621,53.5845,18.6621,No,,,No,,,,,,,287.5,-,-,-,41.7,41.7,9.145340591,-0.194042033,-0.194042033,9.145340591,53.58453765
321,43940TAA7 Corp,HOPE,HOPE 2 05/15/38,5/8/2018,5/15/2038,5/20/2023,Call,5/15/2023,217.5,0.224737714,0.02,22.18475464,45.076,22.1848,45.076,No,,,No,,,,,,,217.5,5/15/2023,Put,5,18.11,18.11,7.57,-0.159516902,-0.159516902,7.57,22.18475464
322,302301AD8 Corp,EZPW,EZPW 2 3/8 05/01/25,5/9/2018,5/1/2025,5/1/2022,Soft Call,-,172.5,0.2,0.02375,15.89999539,62.8931,15.9,62.8931,No,,,No,,,,,,,172.5,-,-,-,13.25,13.25,13.77272264,0.005560501,0.005560501,13.77272264,15.89999539
323,90138FAA0 Corp,TWLO,TWLO 0 1/4 06/01/23,5/14/2018,6/1/2023,6/1/2021,Soft Call,-,550,0.349961919,0.0025,70.90187181,14.104,70.9019,14.104,No,,105.04,Yes,Capped Call,105.04,1,58.5,0.106363636,30,491.5,6/1/2023,Maturity,5,52.52,52.52,69.62,0.05743287,0.004885071,53.8278,70.90187181
324,48251KAA8 Corp,KREF,KREF 6 1/8 05/15/23,5/15/2018,5/15/2023,-,No,-,143.75,0.100048333,0.06125,22.75903192,43.9386,22.759,43.9386,No,,,No,,,,,,,143.75,5/15/2023,Maturity,5,20.69,20.69,10.1,-0.133612502,-0.133612502,10.1,22.75903192
325,00971TAH4 Corp,AKAM,AKAM 0 1/8 05/01/25,5/16/2018,5/1/2025,-,No,-,1150,0.274969835,0.00125,95.1022349,10.515,95.1022,10.515,No,,149.18,Yes,Tax-Integrated,149.18,1,141.795,0.1233,60,1008.205,-,-,-,74.59,74.59,81.05119558,0.01201041,0.01201041,81.05119558,95.1022349
326,74348TAR3 Corp,PSEC,PSEC 4.95 07/15/22,5/16/2018,7/15/2022,-,No,-,328.5,0.50755287,0.0495,9.977003008,100.2305,9.977,100.2305,No,,,No,,,,,,,328.5,7/15/2022,Maturity,4,6.62,6.62,7.09,0.016608996,0.016608996,7.09,9.976953238
327,53220KAE8 Corp,LGND,LGND 0 3/4 05/15/23,5/17/2018,5/15/2023,-,No,-,750,0.299989536,0.0075,248.4842529,4.0244,206.6543,4.839,Yes,0.831659411,262.288745,Yes,Tax-Integrated,315.38,0.649994768,50.3,0.067066667,120,699.7,5/15/2023,Maturity,5,191.14,119.188,75.65,-0.086998777,-0.204302487,61.044,206.6542674
328,629377CF7 Corp,NRG,NRG 2 3/4 06/01/48,5/21/2018,6/1/2048,6/1/2025,Call,9/1/2025,575,0.425074627,0.0275,47.73749924,20.9479,41.115,24.322,Yes,0.854241971,,No,,,,,,,575,-,-,-,33.5,33.5,115.062235,0.184768409,0.184768409,115.062235,40.77937542
329,852234AC7 Corp,XYZ,XYZ 0 1/2 05/15/23,5/22/2018,5/15/2023,-,No,-,862.5,0.425041186,0.005,77.84766768,12.8456,77.8477,12.8456,No,,109.26,Yes,Tax-Integrated,109.26,1,60.5,0.070144928,80,802,5/15/2023,Maturity,5,54.63,54.63,55.56,0.003394997,-0.0112069,51.648,77.84766768
330,928298AN8 Corp,VSH,VSH 2 1/4 06/15/25,6/7/2018,6/15/2025,-,No,-,600,0.274898785,0.0225,31.49250031,31.7536,31.0361,32.2205,No,,,No,,,,,,,600,-,-,-,24.7,24.7,16.8733961,-0.052819492,-0.052819492,16.8733961,31.00804038
331,30063PAA3 Corp,EXAS,EXAS 1 01/15/25,6/7/2018,1/15/2025,-,No,-,908.5,0.193512658,0.01,75.43241633,13.2569,75.4324,13.2569,No,,,No,,,,,,,908.5,1/15/2025,Maturity,6.5,63.2,63.2,54.2,-0.022988343,-0.022988343,54.2,75.43241633
332,74967XAB9 Corp,RH,RH 0 06/15/23,6/13/2018,6/15/2023,-,No,-,335,0.248709011,0,193.6483346,5.164,193.6483,5.164,No,,309.84,Yes,Tax-Integrated,309.84,1,36.6,0.109253731,80,298.4,6/15/2023,Maturity,5,154.92,154.92,275.83,0.122150713,0.110178564,261.411,193.6483346
333,87265KAD4 Corp,TSLX,TSLX 4 1/2 08/01/22,6/14/2018,8/1/2022,-,No,-,172.5,0.164269912,0.045,21.34399986,46.8516,17.9355,55.7554,Yes,0.840305594,,No,,,,,,,172.5,8/1/2022,Maturity,4,18.08,18.08,19.24,0.015168793,0.015168793,19.24,17.93548248
334,758075AD7 Corp,RWT,RWT 5 5/8 07/15/24,6/20/2018,7/15/2024,-,No,-,200,0.1,0.05625,18.26000023,54.7645,18.2376,54.8317,No,,,No,,,,,,,200,7/15/2024,Maturity,6,16.6,16.6,7.08,-0.130986401,-0.130986401,7.08,18.23762532
335,92940WAA7 Corp,WIX,WIX 0 07/01/23,6/21/2018,7/1/2023,-,No,-,442.75,0.350023663,0,142.6269023,7.0113,142.6269,7.0113,No,,,No,,,,,,,442.75,7/1/2023,Maturity,5,105.65,105.65,78.24,-0.057988941,-0.057988941,78.24,142.6269023
336,60937PAA4 Corp,MDB,MDB 0 3/4 06/15/24,6/25/2018,6/15/2024,6/20/2021,Soft Call,-,300,0.275023386,0.0075,68.14867315,14.6738,68.1487,14.6738,No,,106.9,Yes,Capped Call,106.9,1,37.1,0.123666667,30,262.9,6/15/2024,Maturity,6,53.45,53.45,227,0.273991627,0.341600846,309.131,68.14867315
337,60879BAA5 Corp,MOMO,MOMO 1 1/4 07/01/25,6/26/2018,7/1/2025,-,No,7/1/2023,725,0.425011028,0.0125,64.60949707,15.4776,47.6052,21.0061,Yes,0.73681458,,No,,,,,,,725,7/1/2023,Put,5,45.34,45.34,9.61,-0.266125753,-0.266125753,9.61,47.60521944
338,38147UAB3  Corp,GSBD,GSBD 4 1/2 04/01/22,6/27/2018,4/1/2022,-,No,-,155,0.168973747,0.045,24.48597717,40.8397,24.2915,41.1666,No,,,No,,,,,,,155,4/1/2022,Maturity,4,20.95,20.95,19.61,-0.017420802,-0.017420802,19.61,24.29153731
339,98954MAC5 Corp,ZG,Z 1 1/2 07/01/23,6/28/2018,7/1/2023,7/6/2021,Soft Call,-,373.75,0.336915728,0.015,78.37481974,12.7592,78.3748,12.7592,No,,,No,,,,,,,373.75,7/1/2023,Maturity,5,59.06,59.06,49.2,-0.035814201,-0.035814201,49.2,78.37481974
340,46122TAA0 Corp,PGEN,PGEN 3 1/2 07/01/23,6/28/2018,7/1/2023,-,No,-,200,0.275243082,0.035,17.04680061,58.6622,17.0468,58.6622,No,,,No,,,,,,,200,7/1/2023,Maturity,5,13.37,13.37,1.15,-0.38727184,-0.38727184,1.15,17.04675242
341,038923AE8 Corp,ABR,ABR 5 1/4 07/01/21,6/28/2018,7/1/2021,-,No,-,115,0.100478469,0.0525,11.49499989,86.9943,11.0415,90.5672,No,,,No,,,,,,,115,7/1/2021,Maturity,3,10.45,10.45,17.82,0.194124959,0.194124959,17.82,11.04152497
342,697435AC9 Corp,PANW,PANW 0 3/4 07/01/23,7/9/2018,7/1/2023,-,No,-,1693,0.275011967,0.0075,266.3470459,3.7545,88.7824,11.2635,Yes,0.333333339,139.2666689,Yes,Tax-Integrated,417.8,1,106.5,0.062906084,125,1586.5,7/1/2023,Maturity,5,208.9,34.817,127.755,0.298438568,0.068675012,290.754,88.78235007
343,29260UAA5 Corp,ECPG,ECPG 4 1/2 09/01/23,7/17/2018,9/1/2023,-,No,-,172.5,0.249859944,0.045,44.62490082,22.409,44.3924,22.5264,Yes,0.994788932,62.14943851,Yes,Capped Call,62.475,0.75,17.8,0.103188406,30,154.7,9/1/2023,Maturity,5,35.7,35.7,46.86,0.054539982,0.063338077,48.8973,44.39235741
344,038923AG3 Corp,ABR,ABR 5 1/4 07/01/21,7/17/2018,7/1/2021,-,No,-,149.5,0.100171233,0.0525,12.84799957,77.8331,12.216,81.86,Yes,0.950807823,,No,,,,,,,149.5,7/1/2021,Maturity,3,11.68,11.68,17.82,0.153651342,0.153651342,17.82,12.2159785
345,75737FAA6 Corp,RDFN,RDFN 1 3/4 07/15/23,7/18/2018,7/15/2023,7/20/2021,Soft Call,-,143.75,0.272916667,0.0175,30.55002261,32.7332,30.55,32.7332,No,,,No,,,,,,,143.75,7/15/2023,Maturity,5,24,24,16.59,-0.071304193,-0.071304193,16.59,30.55002261
346,395366AA5 Corp,GLRE,GLRE 4 08/01/23,8/2/2018,8/1/2023,-,No,-,100,0.250181818,0.04,17.18750537,58.1818,17.1875,58.1818,No,,,No,,,,,,,100,8/1/2023,Maturity,5,13.75,13.75,10.28,-0.056538807,-0.056538807,10.28,17.18750537
347,753422AA2 Corp,RPD,RPD 1 1/4 08/01/23,8/8/2018,8/1/2023,8/6/2021,Soft Call,-,230,0.300093779,0.0125,41.58695833,24.046,41.587,24.046,No,,63.98,Yes,Capped Call,63.98,1,,0,30,230,8/1/2023,Maturity,5,31.99,31.99,45.91,0.075229361,0.067080434,44.203,41.58695833
348,29355AAA5 Corp,ENPH,ENPH 4 08/01/23,8/14/2018,8/1/2023,-,No,-,60,0.100990099,0.04,5.555000056,180.018,5.555,180.018,No,,,No,,,,,,,60,8/1/2023,Maturity,5,5.05,5.05,151.83,0.985014844,0.985014844,151.83,5.555000056
349,302941AN9 Corp,FCN,FCN 2 08/15/23,8/15/2018,8/15/2023,-,No,-,316.25,0.325055548,0.02,101.3756678,9.8643,101.3757,9.8643,No,,,No,,,,,,,316.25,8/15/2023,Maturity,5,76.51,76.51,190.19,0.199758665,0.199758665,190.19,101.3756678
350,647551AC4 Corp,NMFC,NMFC 5 3/4 08/15/23,8/15/2018,8/15/2023,-,No,-,201.25,0.1,0.0575,15.17998913,65.8762,15.18,65.8762,No,,,No,,,,,,,201.25,8/15/2023,Maturity,5,13.8,13.8,12.73,-0.016011861,-0.016011861,12.73,15.17998913
351,23335SAC0 Corp,DHT,DHT 4 1/2 08/15/21,8/15/2018,8/15/2021,8/21/2018,Soft/Call,-,125,0.490452381,0.045,6.259898663,159.747,5.347,187.0208,Yes,0.854166083,,No,,,,,,,125,8/15/2021,Maturity,3,4.2,4.2,5.4,0.087380373,0.087380373,5.4,5.346993118
352,452327AJ8 Corp,ILMN,ILMN 0 08/15/23,8/16/2018,8/15/2023,8/20/2021,Soft Call,-,750,0.399993883,0,457.7706569,2.1845,457.7707,2.1845,No,,,No,,,,,,,750,8/15/2023,Maturity,5,326.98,317.77,170.207,-0.117443004,-0.117443154,175.14,457.7706569
353,58733RAC6 Corp,MELI,MELI 2 08/15/28,8/21/2018,8/15/2028,8/21/2023,Soft Call,-,880,0.349977165,0.02,443.3999911,2.2553,443.4,2.2553,No,,,No,,,,,,,880,-,-,-,328.45,328.45,3984.134279,0.284007072,0.284007072,3984.134279,443.3999911
354,225447AA9 Corp,WOLF,WOLF 0 7/8 09/01/23,8/21/2018,9/1/2023,9/1/2021,Soft Call,-,575,0.309960682,0.00875,79.12000275,16.6745,59.6058,16.7769,Yes,0.753359016,,No,,,,,,,575,9/1/2023,Maturity,5,45.78,45.78,47.82,0.00870886,0.00870886,47.82,59.60576745
355,761299AB2 Corp,TVTX,TVTX 2 1/2 09/15/25,9/5/2018,9/15/2025,9/15/2022,Soft Call,-,276,0.350034795,0.025,38.79894001,25.7739,38.7989,25.7739,No,,,No,,,,,,,276,-,-,-,28.74,28.74,20.88226365,-0.044429522,-0.044429522,20.88226365,38.79894001
356,00165CAJ3 Corp,AMC,AMC 2.95 09/15/24,9/14/2018,9/15/2024,9/14/2023,Soft Call,-,600,0.035353535,0.0295,18.95001743,52.7704,18.95,52.7704,No,,,No,,,,,,,600,9/15/2024,Maturity,6,19.8,122.721,4.96,-0.414040049,-0.205947689,4.96,18.95001743
357,256163AA4 Corp,DOCU,DOCU 0 1/2 09/15/23,9/14/2018,9/15/2023,9/20/2021,Soft Call,-,575,0.329243354,0.005,71.5000715,13.986,71.5001,13.986,No,,110,Yes,Capped Call,110,1.044989775,67.6,0.117565217,30,507.4,9/15/2023,Maturity,5,53.79,53.79,44.95,-0.035251107,-0.017495351,49.244,71.5000715
358,09709TMV0 Corp,BAC,BAC 0 09/28/23,9/24/2018,9/28/2023,-,No,-,50,0.298261894,0,1531.393568,0.653,1531.3936,0.653,No,,,No,,,,,,,50,9/28/2023,Maturity,5,30.74,30.74,27.27,-0.023618992,-0.023618992,27.27,1531.393568
359,03762UAC9 Corp,ARI,ARI 5 3/8 10/15/23,10/2/2018,10/15/2023,-,No,-,230,0.100214362,0.05375,20.52599926,48.7187,20.526,48.7187,No,,,No,,,,,,,230,10/15/2023,Maturity,5,18.66,18.66,10.09,-0.114927523,-0.114927523,10.09,20.52599926
360,38741LAC1 Corp,GPMT,GPMT 6 3/8 10/01/23,10/9/2018,10/1/2023,-,No,-,131.6,0.099946265,0.06375,20.47100067,48.8496,19.9643,50.0894,No,,,No,,,,,,,131.6,10/1/2023,Maturity,5,18.61,18.61,4.88,-0.235784841,-0.235784841,4.88,19.96430382
361,48576UAB2 Corp,KPTI,KPTI 3 10/15/25,10/10/2018,10/15/2025,10/15/2022,Soft Call,-,172.5,0.274628066,0.03,15.85461903,63.0731,15.8546,63.0731,No,,,No,,,,,,,172.5,-,-,-,12.435,186.5241,7.611220423,-0.366240704,-0.067595455,7.611220423,237.8192545
362,92337CAA2 Corp,VSTM,VSTM 5 11/01/48,10/11/2018,11/1/2048,10/17/2018,Soft/Call,11/1/2023,150,0.149277689,0.05,7.164499283,139.5771,85.974,11.6314,Yes,12.0000254,,No,,,,,,,150,11/1/2023,Put,5,6.23,74.7603,6.28,-0.38733662,0.001582412,6.28,85.97417336
363,30050BAC5 Corp,EVH,EVH 1 1/2 10/15/25,10/17/2018,10/15/2025,10/20/2022,Soft Call,-,172.5,0.325009909,0.015,33.42972237,29.9135,33.4297,29.9135,No,,,No,,,,,,,172.5,-,-,-,25.23,25.23,8.128284273,-0.149508201,-0.149508201,8.128284273,33.42972237
364,06739FJQ5 Corp,NEM,BACR 0 10/30/23,10/23/2018,10/30/2023,-,No,-,102,0.220512188,0,39.55680555,25.2801,39.5568,25.2801,No,,,No,,,,,,,102,10/30/2023,Maturity,5,32.41,32.41,38.97,0.037404802,0.037404802,38.97,39.55680555
